fips,p_pga_ge_0_1g_per_year,p_pga_ge_0_2g_per_year,mmi6_100yr,model
45063,0.001956,0.0006904,0.2039,conus-2023-grid
45065,0.001944,0.0007446,0.2064,conus-2023-grid
45067,0.001296,0.0004856,0.206,conus-2023-grid
45069,0.001019,0.0003211,0.192,conus-2023-grid
45071,0.001736,0.0005975,0.2293,conus-2023-grid
45073,0.001605,0.0005132,0.1672,conus-2023-grid
45075,0.002549,0.001046,0.2955,conus-2023-grid
45077,0.001632,0.0005376,0.1609,conus-2023-grid
45079,0.001988,0.0007184,0.2543,conus-2023-grid
45081,0.001817,0.0006226,0.2255,conus-2023-grid
45083,0.001309,0.0004013,0.1802,conus-2023-grid
45085,0.002058,0.0007965,0.2703,conus-2023-grid
45087,0.001408,0.000452,0.1696,conus-2023-grid
45089,0.002238,0.001067,0.2595,conus-2023-grid
45091,0.001116,0.0003318,0.1666,conus-2023-grid
46003,0.000355,0.0001311,0.05067,conus-2023-grid
46005,0.0002826,0.0001038,0.04216,conus-2023-grid
46007,0.0006248,0.0002279,0.06588,conus-2023-grid
46009,0.0003215,0.0001174,0.04865,conus-2023-grid
46011,0.00017,0.00005847,0.02135,conus-2023-grid
46013,0.0001443,0.00004826,0.02789,conus-2023-grid
46015,0.0003569,0.0001288,0.04197,conus-2023-grid
46017,0.0003443,0.0001255,0.05127,conus-2023-grid
46019,0.000355,0.00009754,0.0566,conus-2023-grid
46021,0.0001375,0.00004669,0.02368,conus-2023-grid
46023,0.0003571,0.0001291,0.05184,conus-2023-grid
46025,0.0001854,0.00006247,0.02604,conus-2023-grid
46027,0.0002126,0.0000723,0.02771,conus-2023-grid
46029,0.0001594,0.00005311,0.02479,conus-2023-grid
46031,0.0001237,0.00003745,0.02943,conus-2023-grid
46033,0.0008587,0.000292,0.07218,conus-2023-grid
46035,0.000325,0.0001184,0.04292,conus-2023-grid
46037,0.0001561,0.00005303,0.02094,conus-2023-grid
46039,0.0001472,0.000049,0.02505,conus-2023-grid
46041,0.0001718,0.00005356,0.01994,conus-2023-grid
46043,0.0003428,0.0001238,0.04726,conus-2023-grid
46045,0.0001686,0.00005749,0.03029,conus-2023-grid
46047,0.0009544,0.0003289,0.1084,conus-2023-grid
46049,0.0001975,0.0000665,0.03198,conus-2023-grid
46051,0.0001524,0.00005265,0.01596,conus-2023-grid
46053,0.0003558,0.0001244,0.03263,conus-2023-grid
46055,0.0003045,0.00009447,0.03179,conus-2023-grid
46057,0.0001726,0.00005797,0.02851,conus-2023-grid
46059,0.0002785,0.00009992,0.04068,conus-2023-grid
46061,0.0002864,0.000102,0.03828,conus-2023-grid
46063,0.0001929,0.00004973,0.0344,conus-2023-grid
46065,0.0002855,0.00009839,0.02924,conus-2023-grid
46067,0.0002907,0.0001032,0.04414,conus-2023-grid
46069,0.0002698,0.00009372,0.03735,conus-2023-grid
46071,0.0004687,0.0001573,0.06452,conus-2023-grid
46073,0.0003461,0.0001299,0.04147,conus-2023-grid
46075,0.0003485,0.0001185,0.03531,conus-2023-grid
46077,0.0002221,0.0000781,0.0344,conus-2023-grid
46079,0.0002138,0.00007592,0.03096,conus-2023-grid
46081,0.0006287,0.0001858,0.05744,conus-2023-grid
46083,0.0001761,0.0000584,0.04621,conus-2023-grid
46085,0.0003363,0.0001166,0.0415,conus-2023-grid
46087,0.0002388,0.00008316,0.03778,conus-2023-grid
46089,0.0001354,0.00004545,0.02858,conus-2023-grid
46091,0.0001471,0.00005174,0.01609,conus-2023-grid
46093,0.0003383,0.0001,0.03891,conus-2023-grid
46095,0.0004005,0.000136,0.06049,conus-2023-grid
46097,0.0002588,0.00009293,0.03354,conus-2023-grid
46099,0.0001863,0.00006402,0.03797,conus-2023-grid
46101,0.0001773,0.00006242,0.03023,conus-2023-grid
46102,0.0007208,0.0002527,0.06206,conus-2023-grid
46103,0.0005714,0.0001869,0.07625,conus-2023-grid
46105,0.0001603,0.00004486,0.02097,conus-2023-grid
46107,0.0002033,0.00006914,0.03465,conus-2023-grid
46109,0.000166,0.00006185,0.02065,conus-2023-grid
46111,0.0003105,0.0001147,0.03093,conus-2023-grid
46115,0.0002019,0.00006882,0.02955,conus-2023-grid
46117,0.0002755,0.0000913,0.05127,conus-2023-grid
46119,0.0002336,0.00007785,0.04195,conus-2023-grid
46121,0.0004429,0.0001524,0.05821,conus-2023-grid
46123,0.0003524,0.0001179,0.04345,conus-2023-grid
46125,0.0002213,0.00007541,0.04319,conus-2023-grid
46127,0.0001742,0.00005735,0.03217,conus-2023-grid
46129,0.0001748,0.00006141,0.0294,conus-2023-grid
46135,0.0002645,0.00009378,0.04152,conus-2023-grid
46137,0.0001925,0.00005693,0.04309,conus-2023-grid
47001,0.003563,0.001345,0.3055,conus-2023-grid
47003,0.00151,0.0004089,0.2421,conus-2023-grid
47005,0.004317,0.001773,0.3601,conus-2023-grid
47007,0.002601,0.0008795,0.3227,conus-2023-grid
47009,0.004929,0.002103,0.3162,conus-2023-grid
47011,0.00363,0.001388,0.3,conus-2023-grid
47013,0.002684,0.0009626,0.2072,conus-2023-grid
47015,0.001429,0.0003664,0.1527,conus-2023-grid
47017,0.00525,0.002274,0.3972,conus-2023-grid
47019,0.001535,0.0005193,0.1313,conus-2023-grid
47021,0.002156,0.0006921,0.2718,conus-2023-grid
47023,0.004087,0.001679,0.4476,conus-2023-grid
47025,0.002749,0.001041,0.2066,conus-2023-grid
47027,0.001127,0.0002565,0.1341,conus-2023-grid
47029,0.002635,0.000953,0.1969,conus-2023-grid
47031,0.001579,0.0004331,0.2644,conus-2023-grid
47033,0.008125,0.00375,0.611,conus-2023-grid
47035,0.002309,0.0007328,0.2798,conus-2023-grid
47037,0.001722,0.0004986,0.205,conus-2023-grid
47039,0.003464,0.001363,0.2837,conus-2023-grid
47041,0.001382,0.0003437,0.16,conus-2023-grid
47043,0.002548,0.0008805,0.3019,conus-2023-grid
47045,0.01485,0.007497,0.7437,conus-2023-grid
47047,0.005372,0.002349,0.4912,conus-2023-grid
47049,0.001608,0.0004424,0.2498,conus-2023-grid
47051,0.001719,0.000507,0.2204,conus-2023-grid
47053,0.007851,0.003622,0.5905,conus-2023-grid
47055,0.001671,0.0004891,0.2267,conus-2023-grid
47057,0.003089,0.001188,0.2223,conus-2023-grid
47059,0.002159,0.000757,0.2048,conus-2023-grid
47061,0.001971,0.0006049,0.2396,conus-2023-grid
47063,0.002811,0.001054,0.2183,conus-2023-grid
47065,0.002993,0.001097,0.2281,conus-2023-grid
47067,0.002364,0.0008647,0.1864,conus-2023-grid
47069,0.004325,0.001789,0.3567,conus-2023-grid
47071,0.002882,0.00107,0.281,conus-2023-grid
47073,0.002095,0.0007372,0.1682,conus-2023-grid
47075,0.007151,0.003235,0.5753,conus-2023-grid
47077,0.004174,0.00173,0.4299,conus-2023-grid
47079,0.005563,0.002397,0.4709,conus-2023-grid
47081,0.002441,0.0008428,0.3198,conus-2023-grid
47083,0.003551,0.001363,0.3212,conus-2023-grid
47085,0.003441,0.001326,0.3284,conus-2023-grid
47087,0.001206,0.00028,0.1367,conus-2023-grid
47089,0.003251,0.00124,0.2339,conus-2023-grid
47091,0.001479,0.0005139,0.1247,conus-2023-grid
47093,0.004273,0.001734,0.317,conus-2023-grid
47095,0.02029,0.01093,0.8667,conus-2023-grid
47097,0.01121,0.00543,0.6328,conus-2023-grid
47099,0.001936,0.0006126,0.2999,conus-2023-grid
47101,0.002255,0.0007593,0.2701,conus-2023-grid
47103,0.001543,0.0004326,0.2771,conus-2023-grid
47105,0.00509,0.00216,0.3597,conus-2023-grid
47107,0.004917,0.002094,0.3693,conus-2023-grid
47109,0.003343,0.001297,0.3852,conus-2023-grid
47111,0.001196,0.0002817,0.2117,conus-2023-grid
47113,0.0054,0.002349,0.4981,conus-2023-grid
47115,0.002317,0.0007854,0.1948,conus-2023-grid
47117,0.001593,0.0004483,0.2463,conus-2023-grid
47119,0.001834,0.0005572,0.2949,conus-2023-grid
47121,0.003878,0.001487,0.2771,conus-2023-grid
47123,0.005628,0.002529,0.3507,conus-2023-grid
47125,0.002873,0.001016,0.271,conus-2023-grid
47127,0.001554,0.0004312,0.1592,conus-2023-grid
47129,0.002533,0.0008348,0.2002,conus-2023-grid
47131,0.01254,0.005878,0.6789,conus-2023-grid
47133,0.001349,0.0003345,0.1407,conus-2023-grid
47135,0.003056,0.001153,0.2595,conus-2023-grid
47137,0.001276,0.0003174,0.1348,conus-2023-grid
47139,0.004041,0.001611,0.2799,conus-2023-grid
47141,0.001413,0.0003545,0.2481,conus-2023-grid
47143,0.003275,0.001187,0.2423,conus-2023-grid
47145,0.003892,0.001474,0.3767,conus-2023-grid
47147,0.001929,0.0005805,0.2699,conus-2023-grid
47149,0.001457,0.0003843,0.2513,conus-2023-grid
47151,0.002079,0.0006634,0.1742,conus-2023-grid
47153,0.002466,0.0008331,0.2049,conus-2023-grid
47155,0.003528,0.00134,0.2432,conus-2023-grid
47157,0.006604,0.003218,0.5087,conus-2023-grid
47159,0.00125,0.0002969,0.1984,conus-2023-grid
47161,0.004159,0.001656,0.4236,conus-2023-grid
47163,0.001626,0.0005561,0.1738,conus-2023-grid
47165,0.001471,0.0003887,0.1794,conus-2023-grid
47167,0.008652,0.004239,0.6042,conus-2023-grid
47169,0.001282,0.000313,0.1574,conus-2023-grid
47171,0.001706,0.0005744,0.1419,conus-2023-grid
47173,0.003278,0.001259,0.2334,conus-2023-grid
47175,0.001976,0.0005947,0.1788,conus-2023-grid
47177,0.001638,0.0004507,0.2626,conus-2023-grid
47179,0.00175,0.0005928,0.1952,conus-2023-grid
47181,0.002421,0.0008454,0.2496,conus-2023-grid
47183,0.007532,0.003402,0.5797,conus-2023-grid
47185,0.00168,0.0004627,0.2632,conus-2023-grid
47187,0.001765,0.0005216,0.1943,conus-2023-grid
47189,0.001374,0.0003488,0.2167,conus-2023-grid
48001,0.000149,0.00004508,0.03537,conus-2023-grid
48003,0.0001632,0.00005837,0.02511,conus-2023-grid
48005,0.0001443,0.0000416,0.07308,conus-2023-grid
48007,0.00007423,0.0000256,0.00767,conus-2023-grid
48009,0.0003047,0.00009147,0.06192,conus-2023-grid
48011,0.0005775,0.0002073,0.08549,conus-2023-grid
48013,0.00007682,0.00002672,0.01383,conus-2023-grid
48015,0.0000946,0.00003197,0.03982,conus-2023-grid
48017,0.0001521,0.00004418,0.02621,conus-2023-grid
48019,0.00004887,0.00001393,0.005925,conus-2023-grid
48021,0.00008123,0.0000275,0.01463,conus-2023-grid
48023,0.0002432,0.00006891,0.05464,conus-2023-grid
48025,0.00007911,0.00002735,0.01401,conus-2023-grid
48027,0.00006391,0.00001742,0.02762,conus-2023-grid
48029,0.00005349,0.00001522,0.01425,conus-2023-grid
48031,0.00004731,0.00001349,0.01106,conus-2023-grid
48033,0.00008994,0.00002599,0.01048,conus-2023-grid
48035,0.00007567,0.00001846,0.02033,conus-2023-grid
48037,0.0004145,0.0001006,0.1425,conus-2023-grid
48039,0.00009603,0.00003368,0.03931,conus-2023-grid
48041,0.00009768,0.00003177,0.03971,conus-2023-grid
48043,0.0004151,0.0001554,0.03239,conus-2023-grid
48045,0.0003376,0.0001043,0.03201,conus-2023-grid
48047,0.00009629,0.0000309,0.01709,conus-2023-grid
48049,0.00005482,0.00001473,0.01311,conus-2023-grid
48051,0.00009207,0.00003026,0.04532,conus-2023-grid
48053,0.00004971,0.00001422,0.01499,conus-2023-grid
48055,0.00007202,0.00002305,0.03597,conus-2023-grid
48057,0.00007724,0.00002668,0.02954,conus-2023-grid
48059,0.00006862,0.00001733,0.03423,conus-2023-grid
48061,0.00009365,0.00003099,0.01574,conus-2023-grid
48063,0.000263,0.00006706,0.09803,conus-2023-grid
48065,0.0008065,0.0003131,0.1059,conus-2023-grid
48067,0.000344,0.00008312,0.1044,conus-2023-grid
48069,0.0002909,0.00009153,0.04748,conus-2023-grid
48071,0.000111,0.00003803,0.04854,conus-2023-grid
48073,0.0001642,0.00004825,0.02674,conus-2023-grid
48075,0.0003906,0.0001223,0.06032,conus-2023-grid
48077,0.0004437,0.0001471,0.0851,conus-2023-grid
48079,0.0001119,0.00003227,0.03042,conus-2023-grid
48081,0.00009357,0.00003209,0.009236,conus-2023-grid
48083,0.00005802,0.00001554,0.01582,conus-2023-grid
48085,0.0002487,0.00006621,0.05119,conus-2023-grid
48087,0.0005458,0.0001855,0.05855,conus-2023-grid
48089,0.00009887,0.00003525,0.03855,conus-2023-grid
48091,0.00005085,0.0000143,0.02138,conus-2023-grid
48093,0.00006214,0.00001563,0.02548,conus-2023-grid
48095,0.00005622,0.00001646,0.008464,conus-2023-grid
48097,0.0003908,0.0001161,0.08403,conus-2023-grid
48099,0.00005976,0.00001548,0.02831,conus-2023-grid
48101,0.0002527,0.0000708,0.04829,conus-2023-grid
48103,0.0002078,0.00007247,0.03008,conus-2023-grid
48105,0.0001181,0.00003756,0.01655,conus-2023-grid
48107,0.0001251,0.00003298,0.04118,conus-2023-grid
48109,0.0001866,0.00005407,0.02114,conus-2023-grid
48111,0.0005475,0.0001921,0.0708,conus-2023-grid
48113,0.0001653,0.00004102,0.04043,conus-2023-grid
48115,0.00009953,0.00002991,0.02466,conus-2023-grid
48117,0.0004311,0.0001508,0.06399,conus-2023-grid
48119,0.0003065,0.00008375,0.1103,conus-2023-grid
48121,0.0002384,0.00006167,0.07199,conus-2023-grid
48123,0.00008916,0.00003205,0.02371,conus-2023-grid
48125,0.0001364,0.00003478,0.0166,conus-2023-grid
48127,0.00009233,0.00003249,0.01517,conus-2023-grid
48129,0.000556,0.0001929,0.08797,conus-2023-grid
48131,0.0000868,0.0000288,0.01322,conus-2023-grid
48133,0.00007486,0.00001833,0.03274,conus-2023-grid
48135,0.0001773,0.00006173,0.02682,conus-2023-grid
48137,0.00006616,0.00001997,0.01128,conus-2023-grid
48139,0.0001291,0.00003309,0.06498,conus-2023-grid
48141,0.0001924,0.00005926,0.09956,conus-2023-grid
48143,0.0000779,0.00001824,0.04193,conus-2023-grid
48145,0.00009296,0.00002876,0.03999,conus-2023-grid
48147,0.0003582,0.0001028,0.1008,conus-2023-grid
48149,0.00009811,0.00003533,0.03338,conus-2023-grid
48151,0.0000854,0.00002282,0.03135,conus-2023-grid
48153,0.0001948,0.00005383,0.05255,conus-2023-grid
48155,0.0002678,0.0000772,0.05549,conus-2023-grid
48157,0.00009565,0.00003247,0.0349,conus-2023-grid
48159,0.0002811,0.00007252,0.07582,conus-2023-grid
48161,0.0001321,0.00004121,0.04719,conus-2023-grid
48163,0.00007635,0.00002609,0.01394,conus-2023-grid
48165,0.0001265,0.00004186,0.02768,conus-2023-grid
48167,0.0001036,0.0000371,0.04327,conus-2023-grid
48169,0.00009653,0.00002598,0.02768,conus-2023-grid
48171,0.0000449,0.00001288,0.02383,conus-2023-grid
48173,0.0001017,0.00003138,0.02717,conus-2023-grid
48175,0.00007896,0.000027,0.02608,conus-2023-grid
48177,0.00009108,0.00003346,0.02574,conus-2023-grid
48179,0.0007521,0.0002832,0.06641,conus-2023-grid
48181,0.0003807,0.0001116,0.1058,conus-2023-grid
48183,0.000223,0.00005891,0.08843,conus-2023-grid
48185,0.00009997,0.00003235,0.04328,conus-2023-grid
48187,0.00006153,0.00001846,0.02313,conus-2023-grid
48189,0.0001819,0.00005165,0.03617,conus-2023-grid
48191,0.0003338,0.0000997,0.03852,conus-2023-grid
48193,0.00006045,0.00001502,0.02042,conus-2023-grid
48195,0.0005922,0.0002088,0.09488,conus-2023-grid
48197,0.0003752,0.0001192,0.0711,conus-2023-grid
48199,0.000121,0.00003802,0.05754,conus-2023-grid
48201,0.0001031,0.00003458,0.0453,conus-2023-grid
48203,0.000264,0.00006626,0.09425,conus-2023-grid
48205,0.0006468,0.0002412,0.07544,conus-2023-grid
48207,0.0001251,0.00003092,0.05097,conus-2023-grid
48209,0.00005252,0.00001484,0.02131,conus-2023-grid
48211,0.000629,0.0002192,0.06851,conus-2023-grid
48213,0.0001584,0.00004531,0.0669,conus-2023-grid
48215,0.0001236,0.00003869,0.01996,conus-2023-grid
48217,0.00009622,0.00002462,0.06705,conus-2023-grid
48219,0.0001161,0.00003285,0.03049,conus-2023-grid
48221,0.00009776,0.00002247,0.03787,conus-2023-grid
48223,0.0002638,0.00007055,0.0978,conus-2023-grid
48225,0.0001287,0.00003877,0.04626,conus-2023-grid
48227,0.0000968,0.00002981,0.01955,conus-2023-grid
48229,0.0001772,0.00003632,0.04714,conus-2023-grid
48231,0.000248,0.00006857,0.09301,conus-2023-grid
48233,0.0007783,0.0002956,0.06754,conus-2023-grid
48235,0.00008758,0.00002695,0.01347,conus-2023-grid
48237,0.0002194,0.00005845,0.05925,conus-2023-grid
48239,0.00008751,0.00003046,0.03267,conus-2023-grid
48241,0.0001395,0.00004161,0.05637,conus-2023-grid
48243,0.0003691,0.0001022,0.033,conus-2023-grid
48245,0.0001151,0.00003799,0.05422,conus-2023-grid
48247,0.0001115,0.00003526,0.01606,conus-2023-grid
48249,0.00008234,0.0000276,0.01541,conus-2023-grid
48251,0.0001061,0.00002454,0.04002,conus-2023-grid
48253,0.000086,0.00002148,0.03283,conus-2023-grid
48255,0.00007849,0.00002703,0.01379,conus-2023-grid
48257,0.0001697,0.00004576,0.0704,conus-2023-grid
48259,0.00004619,0.00001292,0.01995,conus-2023-grid
48261,0.00008405,0.00002789,0.015,conus-2023-grid
48263,0.00009984,0.0000256,0.01397,conus-2023-grid
48265,0.00004717,0.0000135,0.008837,conus-2023-grid
48267,0.00005076,0.00001481,0.01073,conus-2023-grid
48269,0.00016,0.00004088,0.03362,conus-2023-grid
48271,0.00008053,0.00002553,0.00811,conus-2023-grid
48273,0.00007888,0.00002645,0.01474,conus-2023-grid
48275,0.0001942,0.00005168,0.04126,conus-2023-grid
48277,0.0003758,0.0001033,0.1052,conus-2023-grid
48279,0.0001678,0.00004846,0.03742,conus-2023-grid
48281,0.00005057,0.00001366,0.01658,conus-2023-grid
48283,0.00008349,0.00002858,0.01391,conus-2023-grid
48285,0.0001042,0.00003945,0.02865,conus-2023-grid
48287,0.00008714,0.00002918,0.04545,conus-2023-grid
48289,0.0001189,0.00003762,0.02351,conus-2023-grid
48291,0.0001124,0.0000364,0.04687,conus-2023-grid
48293,0.0001174,0.00003754,0.06071,conus-2023-grid
48295,0.0005088,0.0001709,0.06843,conus-2023-grid
48297,0.0000847,0.00003033,0.0122,conus-2023-grid
48299,0.00004651,0.00001368,0.02269,conus-2023-grid
48301,0.0001872,0.00006594,0.02986,conus-2023-grid
48303,0.0001203,0.00003299,0.031,conus-2023-grid
48305,0.00009785,0.00002757,0.02734,conus-2023-grid
48307,0.00004877,0.00001399,0.02679,conus-2023-grid
48309,0.00008216,0.0000223,0.03821,conus-2023-grid
48311,0.00008699,0.00003141,0.01033,conus-2023-grid
48313,0.0001091,0.00003462,0.04315,conus-2023-grid
48315,0.0002989,0.00007347,0.09177,conus-2023-grid
48317,0.0001117,0.00003497,0.02615,conus-2023-grid
48319,0.00004729,0.00001411,0.008871,conus-2023-grid
48321,0.00008336,0.00002886,0.03303,conus-2023-grid
48323,0.0001011,0.00003648,0.01641,conus-2023-grid
48325,0.00005743,0.00001711,0.01539,conus-2023-grid
48327,0.00005252,0.00001517,0.01444,conus-2023-grid
48329,0.0001285,0.00004099,0.02934,conus-2023-grid
48331,0.00008657,0.00002809,0.03662,conus-2023-grid
48333,0.00005154,0.00001385,0.01365,conus-2023-grid
48335,0.00009569,0.00003116,0.01726,conus-2023-grid
48337,0.0004116,0.0001276,0.05242,conus-2023-grid
48339,0.000104,0.00003368,0.0403,conus-2023-grid
48341,0.0007348,0.0002745,0.06064,conus-2023-grid
48343,0.000307,0.00007618,0.1161,conus-2023-grid
48345,0.0002086,0.00005628,0.04138,conus-2023-grid
48347,0.0001628,0.00004511,0.05199,conus-2023-grid
48349,0.0001347,0.00003984,0.05928,conus-2023-grid
48351,0.000146,0.0000428,0.05104,conus-2023-grid
48353,0.0000867,0.00002722,0.02707,conus-2023-grid
48355,0.00007627,0.00002586,0.01465,conus-2023-grid
48357,0.0005755,0.000203,0.09407,conus-2023-grid
48359,0.0006402,0.0002449,0.05936,conus-2023-grid
48361,0.0001258,0.00004062,0.05803,conus-2023-grid
48363,0.0001216,0.00002922,0.0404,conus-2023-grid
48365,0.0002217,0.00005628,0.07689,conus-2023-grid
48367,0.0001345,0.00003124,0.02759,conus-2023-grid
48369,0.000247,0.00007656,0.04031,conus-2023-grid
48371,0.0003182,0.0001136,0.03097,conus-2023-grid
48373,0.0001226,0.00003742,0.0572,conus-2023-grid
48375,0.0007732,0.0003008,0.06232,conus-2023-grid
48377,0.0003096,0.00008094,0.03959,conus-2023-grid
48379,0.0002157,0.00005816,0.0809,conus-2023-grid
48381,0.0005481,0.0001979,0.06121,conus-2023-grid
48383,0.0001107,0.00003488,0.01999,conus-2023-grid
48385,0.00005491,0.00001614,0.006181,conus-2023-grid
48387,0.0003879,0.0001009,0.1106,conus-2023-grid
48389,0.0002277,0.0000788,0.03774,conus-2023-grid
48391,0.00007619,0.00002602,0.02297,conus-2023-grid
48393,0.0007431,0.0002788,0.06565,conus-2023-grid
48395,0.0001029,0.00003341,0.03579,conus-2023-grid
48397,0.0002017,0.00005414,0.06774,conus-2023-grid
48399,0.00006708,0.00001998,0.02047,conus-2023-grid
48401,0.0001943,0.00005284,0.06953,conus-2023-grid
48403,0.0001702,0.0000462,0.08556,conus-2023-grid
48405,0.0001642,0.00004545,0.08033,conus-2023-grid
48407,0.0001125,0.00003536,0.03885,conus-2023-grid
48409,0.0000765,0.00002602,0.01509,conus-2023-grid
48411,0.00004769,0.00001371,0.0113,conus-2023-grid
48413,0.00006946,0.00002086,0.02136,conus-2023-grid
48415,0.00008704,0.00002443,0.02958,conus-2023-grid
48417,0.00009394,0.00002275,0.01756,conus-2023-grid
48419,0.0001921,0.00004963,0.06188,conus-2023-grid
48421,0.0005668,0.000196,0.06942,conus-2023-grid
48423,0.0001903,0.00005287,0.08588,conus-2023-grid
48425,0.00008559,0.00001989,0.02326,conus-2023-grid
48427,0.00016,0.00005012,0.02088,conus-2023-grid
48429,0.0001063,0.00002553,0.04835,conus-2023-grid
48431,0.00009873,0.00003249,0.01579,conus-2023-grid
48433,0.0001089,0.00002704,0.03737,conus-2023-grid
48435,0.00007066,0.00002142,0.0207,conus-2023-grid
48437,0.0003197,0.0001005,0.05354,conus-2023-grid
48439,0.0001471,0.00003416,0.08062,conus-2023-grid
48441,0.00007166,0.00001951,0.01097,conus-2023-grid
48443,0.0002015,0.00006663,0.01829,conus-2023-grid
48445,0.0001026,0.00003014,0.02712,conus-2023-grid
48447,0.0001486,0.00003739,0.03518,conus-2023-grid
48449,0.0003039,0.00007661,0.1022,conus-2023-grid
48451,0.00007374,0.00002278,0.02029,conus-2023-grid
48453,0.00005998,0.00001734,0.04152,conus-2023-grid
48455,0.0001251,0.0000375,0.04514,conus-2023-grid
48457,0.0001322,0.00003985,0.03953,conus-2023-grid
48459,0.0002376,0.00006172,0.06872,conus-2023-grid
48461,0.0001556,0.00005119,0.02312,conus-2023-grid
48463,0.00006515,0.00001991,0.01253,conus-2023-grid
48465,0.0001046,0.00003309,0.0121,conus-2023-grid
48467,0.0001808,0.00004901,0.0697,conus-2023-grid
48469,0.00008333,0.00002881,0.03058,conus-2023-grid
48471,0.0001092,0.00003434,0.04201,conus-2023-grid
48473,0.00009585,0.00003177,0.03461,conus-2023-grid
48475,0.0002239,0.000078,0.03013,conus-2023-grid
48477,0.00009295,0.00003084,0.0362,conus-2023-grid
48479,0.00009324,0.00003076,0.01476,conus-2023-grid
48481,0.00009165,0.00003155,0.03649,conus-2023-grid
48483,0.0006485,0.000229,0.07512,conus-2023-grid
48485,0.0004652,0.0001622,0.08202,conus-2023-grid
48487,0.0003927,0.0001298,0.08231,conus-2023-grid
48489,0.00009145,0.00002996,0.01567,conus-2023-grid
48491,0.00005953,0.00001667,0.02358,conus-2023-grid
48493,0.00006842,0.000022,0.02166,conus-2023-grid
48495,0.0002045,0.0000734,0.03481,conus-2023-grid
48497,0.0002298,0.00005986,0.06485,conus-2023-grid
48499,0.0002172,0.00005743,0.08273,conus-2023-grid
48501,0.0001074,0.00003275,0.02479,conus-2023-grid
48503,0.000176,0.00004534,0.03899,conus-2023-grid
48505,0.00013,0.00004095,0.01911,conus-2023-grid
48507,0.00008484,0.00002941,0.01481,conus-2023-grid
49001,0.002055,0.0005417,0.1827,conus-2023-grid
49003,0.001457,0.000412,0.4797,conus-2023-grid
49005,0.002711,0.0007517,0.1625,conus-2023-grid
49007,0.00307,0.001177,0.2499,conus-2023-grid
49009,0.001574,0.0005128,0.1253,conus-2023-grid
49011,0.003498,0.001257,0.6291,conus-2023-grid
49013,0.002018,0.0006593,0.1575,conus-2023-grid
49015,0.00418,0.001652,0.2723,conus-2023-grid
49017,0.004149,0.001625,0.2768,conus-2023-grid
49019,0.001796,0.000589,0.1395,conus-2023-grid
49021,0.002199,0.0006143,0.503,conus-2023-grid
49023,0.001051,0.0002356,0.4264,conus-2023-grid
49025,0.002503,0.0009157,0.1836,conus-2023-grid
49027,0.001392,0.0003641,0.4299,conus-2023-grid
49029,0.002545,0.0006035,0.1689,conus-2023-grid
49031,0.007,0.002716,0.6865,conus-2023-grid
49033,0.002126,0.0005337,0.4547,conus-2023-grid
49035,0.004275,0.001928,0.6863,conus-2023-grid
49037,0.001112,0.0003266,0.1042,conus-2023-grid
49039,0.004628,0.001598,0.6022,conus-2023-grid
49041,0.006888,0.002847,0.402,conus-2023-grid
49043,0.002111,0.0007163,0.4703,conus-2023-grid
49045,0.0005825,0.0001121,0.3754,conus-2023-grid
49047,0.001661,0.000548,0.1332,conus-2023-grid
49049,0.004353,0.001846,0.6409,conus-2023-grid
49051,0.002241,0.0005205,0.1778,conus-2023-grid
49053,0.001589,0.0004754,0.1126,conus-2023-grid
49055,0.003759,0.001378,0.2535,conus-2023-grid
49057,0.003474,0.001334,0.2432,conus-2023-grid
50001,0.001475,0.0004848,0.1175,conus-2023-grid
50003,0.0008613,0.000249,0.07521,conus-2023-grid
50005,0.001084,0.0003296,0.09324,conus-2023-grid
50007,0.001709,0.0005751,0.1375,conus-2023-grid
50009,0.001012,0.0003071,0.08956,conus-2023-grid
50011,0.001652,0.0005396,0.1447,conus-2023-grid
50013,0.002331,0.000849,0.249,conus-2023-grid
50015,0.001287,0.0003925,0.1079,conus-2023-grid
50017,0.001118,0.0003434,0.0941,conus-2023-grid
50019,0.001057,0.0003025,0.09322,conus-2023-grid
50021,0.001125,0.0003464,0.1381,conus-2023-grid
50023,0.001203,0.0003657,0.1007,conus-2023-grid
50025,0.0009249,0.0002762,0.07922,conus-2023-grid
50027,0.001044,0.0003146,0.08786,conus-2023-grid
51001,0.0002977,0.00007715,0.08127,conus-2023-grid
51003,0.002305,0.0009353,0.1666,conus-2023-grid
51005,0.0008317,0.0002659,0.07524,conus-2023-grid
51007,0.002611,0.001099,0.2244,conus-2023-grid
51009,0.001261,0.0004198,0.1029,conus-2023-grid
51011,0.001617,0.0005825,0.1578,conus-2023-grid
51013,0.0008925,0.0002816,0.07537,conus-2023-grid
51015,0.00109,0.0003506,0.1064,conus-2023-grid
51017,0.0007691,0.0002324,0.07097,conus-2023-grid
51019,0.0008216,0.0002401,0.09982,conus-2023-grid
51021,0.001425,0.0005357,0.1168,conus-2023-grid
51023,0.000839,0.0002575,0.0769,conus-2023-grid
51025,0.0008388,0.0002535,0.1296,conus-2023-grid
51027,0.001588,0.0006104,0.1299,conus-2023-grid
51029,0.002854,0.001244,0.2031,conus-2023-grid
51031,0.0009908,0.0003014,0.1287,conus-2023-grid
51033,0.001592,0.0006134,0.1927,conus-2023-grid
