fips,event_type,rate_per_year,share_damaging,median_days,p90_days,events,share_injury,source,years
01011,ice_storm,0.03333,0,0.7014,0.7014,1,0,storm_events,1996-2025
01011,severe_wind_65kt_day,0.06667,1,,,2,0,spc,1996-2025
01011,severe_wind_day,1.433,0.4884,,,43,0,spc,1996-2025
01011,tornado,0.7667,0.4783,,,23,0.04348,spc,1996-2025
01011,tornado_ef2plus,0.06667,0,,,2,0.5,spc,1996-2025
01011,tropical_cyclone_impact,0.2,0.6667,0.1458,2.333,6,0,storm_events,1996-2025
01011,tropical_storm_passage,0.05263,,,,4,,hurdat2,1950-2025
01011,winter_storm,0.1667,0.2,0.2708,0.3333,5,0,storm_events,1996-2025
01013,drought,0.06667,0,30,31,2,0,storm_events,1996-2025
01013,flash_flood,0.4333,0.3846,0.1667,0.3958,13,0,storm_events,1996-2025
01013,flood,0.03333,1,1,1,1,0,storm_events,1996-2025
01013,hail_1in_day,0.3333,0.2,,,10,0,spc,1996-2025
01013,hail_2in_day,0.03333,1,,,1,0,spc,1996-2025
01013,heat,0.06667,0,6.417,31,2,0,storm_events,1996-2025
01013,hurricane_passage,0.02632,,,,2,,hurdat2,1950-2025
01013,severe_wind_65kt_day,0.2,0.6667,,,6,0,spc,1996-2025
01013,severe_wind_day,2.3,0.6667,,,69,0.02899,spc,1996-2025
01013,tornado,0.5333,0.8125,,,16,0.0625,spc,1996-2025
01013,tornado_ef2plus,0.1,0.6667,,,3,0,spc,1996-2025
01013,tropical_cyclone_impact,0.1667,0.6,0.5,4,5,0,storm_events,1996-2025
01013,tropical_storm_passage,0.06579,,,,5,,hurdat2,1950-2025
01013,winter_storm,0.1333,0,0.3333,0.5417,4,0.25,storm_events,1996-2025
01015,drought,1.5,0,30,31,45,0,storm_events,1996-2025
01015,extreme_cold,0.3333,0.1,0.1667,1.999,10,0,storm_events,1996-2025
01015,flash_flood,1,0.5,0.08333,0.3021,30,0.03333,storm_events,1996-2025
01015,flood,0.1,0,0.1667,0.4167,3,0,storm_events,1996-2025
01015,hail_1in_day,1.633,0.2857,,,49,0,spc,1996-2025
01015,hail_2in_day,0.06667,0.5,,,2,0,spc,1996-2025
01015,heat,0.4,0,0.3333,12,12,0.1667,storm_events,1996-2025
01015,high_wind,0.1,0.6667,0.1458,0.375,3,0,storm_events,1996-2025
01015,ice_storm,0.06667,1,0.4688,1.5,2,0,storm_events,1996-2025
01015,severe_wind_65kt_day,0.2333,0.7143,,,7,0,spc,1996-2025
01015,severe_wind_day,3.9,0.4872,,,117,0,spc,1996-2025
01015,tornado,0.6333,0.5263,,,19,0.4211,spc,1996-2025
01015,tornado_ef2plus,0.2,0.5,,,6,1,spc,1996-2025
01015,tropical_cyclone_impact,0.2333,0.5714,0.1667,2.333,7,0,storm_events,1996-2025
01015,tropical_storm_passage,0.05263,,,,4,,hurdat2,1950-2025
01015,winter_storm,0.4667,0.3571,0.4167,1.25,14,0,storm_events,1996-2025
01017,drought,2.133,0,30,31,64,0,storm_events,1996-2025
01017,extreme_cold,0.1333,0,1.833,3.083,4,0,storm_events,1996-2025
01017,flash_flood,0.6333,0.4737,0.09375,0.2708,19,0,storm_events,1996-2025
01017,flood,0.1,1,2.917,4,3,0,storm_events,1996-2025
01017,hail_1in_day,0.9,0.3704,,,27,0,spc,1996-2025
01017,hail_2in_day,0.1333,0,,,4,0,spc,1996-2025
01017,heat,0.2,0,1.25,15.25,6,0.3333,storm_events,1996-2025
01017,high_wind,0.06667,0.5,0.04167,0.2917,2,0,storm_events,1996-2025
01017,ice_storm,0.1,0.6667,0.9271,1.417,3,0,storm_events,1996-2025
01017,severe_wind_65kt_day,0.03333,0,,,1,0,spc,1996-2025
01017,severe_wind_day,2.167,0.5077,,,65,0,spc,1996-2025
01017,tornado,0.5333,0.375,,,16,0.125,spc,1996-2025
01017,tornado_ef2plus,0.1,0.3333,,,3,0.6667,spc,1996-2025
01017,tropical_cyclone_impact,0.2,0.5,0.2917,2.333,6,0,storm_events,1996-2025
01017,tropical_storm_passage,0.02632,,,,2,,hurdat2,1950-2025
01017,winter_storm,0.3667,0.1818,0.3333,0.7083,11,0,storm_events,1996-2025
01019,drought,1.367,0,30,31,41,0,storm_events,1996-2025
01019,extreme_cold,0.1333,0.25,1.833,3.083,4,0,storm_events,1996-2025
01019,flash_flood,0.7333,0.4091,0.08333,0.3333,22,0,storm_events,1996-2025
01019,flood,0.2667,0,0.4167,8.896,8,0,storm_events,1996-2025
01019,hail_1in_day,1.067,0.3125,,,32,0,spc,1996-2025
01019,hail_2in_day,0.1333,0.5,,,4,0,spc,1996-2025
01019,heat,0.1667,0,2.25,15.25,5,0.2,storm_events,1996-2025
01019,high_wind,0.1,0.6667,0.375,0.4583,3,0,storm_events,1996-2025
01019,ice_storm,0.1333,1,1.125,1.5,4,0,storm_events,1996-2025
01019,severe_wind_65kt_day,0.03333,1,,,1,1,spc,1996-2025
01019,severe_wind_day,4.133,0.5403,,,124,0.02419,spc,1996-2025
01019,tornado,0.3667,0.6364,,,11,0.3636,spc,1996-2025
01019,tornado_ef2plus,0.1667,0.8,,,5,0.8,spc,1996-2025
01019,tropical_cyclone_impact,0.2667,0.375,0.1667,2.333,8,0,storm_events,1996-2025
01019,tropical_storm_passage,0.03947,,,,3,,hurdat2,1950-2025
01019,winter_storm,0.5,0.2667,0.4167,1.708,15,0,storm_events,1996-2025
01021,drought,1.633,0,30,31,49,0,storm_events,1996-2025
01021,extreme_cold,0.1333,0.25,1.833,3.083,4,0,storm_events,1996-2025
01021,flash_flood,0.5,0.5333,0.08333,0.1875,15,0.06667,storm_events,1996-2025
01021,hail_1in_day,1.067,0.2188,,,32,0,spc,1996-2025
01021,hail_2in_day,0.1333,0.5,,,4,0,spc,1996-2025
01021,heat,0.2667,0,1.25,15.25,8,0.125,storm_events,1996-2025
01021,high_wind,0.06667,1,0,0.2917,2,0,storm_events,1996-2025
01021,hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
01021,ice_storm,0.03333,0,0.9896,0.9896,1,0,storm_events,1996-2025
01021,severe_wind_65kt_day,0.1,0.3333,,,3,0,spc,1996-2025
01021,severe_wind_day,3.233,0.5464,,,97,0,spc,1996-2025
01021,tornado,0.9667,0.2759,,,29,0.1034,spc,1996-2025
01021,tornado_ef2plus,0.2333,0.1429,,,7,0.2857,spc,1996-2025
01021,tropical_cyclone_impact,0.2,0.6667,0.3333,2.333,6,0,storm_events,1996-2025
01021,tropical_storm_passage,0.06579,,,,5,,hurdat2,1950-2025
01021,winter_storm,0.3,0.3333,0.3646,1.333,9,0.1111,storm_events,1996-2025
01023,drought,0.1,0,31,31,3,0,storm_events,1996-2025
01023,flash_flood,1.2,0.4722,0.1042,0.3861,36,0.05556,storm_events,1996-2025
01023,hail_1in_day,0.6333,0.3158,,,19,0,spc,1996-2025
01023,hail_2in_day,0.03333,1,,,1,0,spc,1996-2025
01023,heat,0.06667,0,6.417,31,2,0,storm_events,1996-2025
01023,hurricane_passage,0.03947,,,,3,,hurdat2,1950-2025
01023,ice_storm,0.1,0.3333,0.1667,0.3958,3,0,storm_events,1996-2025
01023,severe_wind_65kt_day,0.06667,1,,,2,0,spc,1996-2025
01023,severe_wind_day,3.433,0.6602,,,103,0,spc,1996-2025
01023,tornado,0.8667,0.5385,,,26,0.1154,spc,1996-2025
01023,tornado_ef2plus,0.3333,0.3,,,10,0.3,spc,1996-2025
01023,tropical_cyclone_impact,0.2667,0.25,1.75,4,8,0,storm_events,1996-2025
01023,tropical_storm_passage,0.1184,,,,9,,hurdat2,1950-2025
01023,winter_storm,0.2333,0,0.1667,0.75,7,0,storm_events,1996-2025
01025,drought,0.1,0,31,31,3,0,storm_events,1996-2025
01025,extreme_cold,0.03333,0,0,0,1,1,storm_events,1996-2025
01025,flash_flood,1,0.5333,0.125,0.375,30,0.03333,storm_events,1996-2025
01025,flood,0.1,0.6667,5.042,23,3,0,storm_events,1996-2025
01025,hail_1in_day,1.2,0.08333,,,36,0,spc,1996-2025
01025,hail_2in_day,0.1333,0.25,,,4,0,spc,1996-2025
01025,heat,0.1,0,6.417,31,3,0.3333,storm_events,1996-2025
01025,high_wind,0.03333,0,0,0,1,1,storm_events,1996-2025
01025,hurricane_passage,0.03947,,,,3,,hurdat2,1950-2025
01025,ice_storm,0.1,0.6667,0.509,1.125,3,0,storm_events,1996-2025
01025,severe_wind_65kt_day,0.1333,0.5,,,4,0,spc,1996-2025
01025,severe_wind_day,4.967,0.5369,,,149,0,spc,1996-2025
01025,tornado,1,0.6,,,30,0.1,spc,1996-2025
01025,tornado_ef2plus,0.1667,0.2,,,5,0.2,spc,1996-2025
01025,tropical_cyclone_impact,0.2667,0.125,1.233,4,8,0,storm_events,1996-2025
01025,tropical_storm_passage,0.1316,,,,10,,hurdat2,1950-2025
01025,winter_storm,0.2667,0,0.25,0.5417,8,0,storm_events,1996-2025
01027,drought,1.967,0,30,31,59,0,storm_events,1996-2025
01027,extreme_cold,0.1333,0.25,1.833,3.083,4,0,storm_events,1996-2025
01027,flash_flood,0.5667,0.6471,0.1667,0.2812,17,0.05882,storm_events,1996-2025
01027,flood,0.06667,0,0.04167,0.1979,2,0,storm_events,1996-2025
01027,hail_1in_day,0.5333,0.1875,,,16,0,spc,1996-2025
01027,hail_2in_day,0.03333,0,,,1,0,spc,1996-2025
01027,heat,0.1667,0,2.25,15.25,5,0,storm_events,1996-2025
01027,high_wind,0.06667,1,0,0.3958,2,0,storm_events,1996-2025
01027,ice_storm,0.03333,1,0.5104,0.5104,1,0,storm_events,1996-2025
01027,severe_wind_65kt_day,0.03333,1,,,1,0,spc,1996-2025
01027,severe_wind_day,2.6,0.5256,,,78,0.01282,spc,1996-2025
01027,tornado,0.3667,0.7273,,,11,0,spc,1996-2025
01027,tornado_ef2plus,0.03333,0,,,1,0,spc,1996-2025
01027,tropical_cyclone_impact,0.2333,0.4286,0.25,2.333,7,0.1429,storm_events,1996-2025
01027,tropical_storm_passage,0.05263,,,,4,,hurdat2,1950-2025
01027,winter_storm,0.4,0.25,0.4167,0.9028,12,0,storm_events,1996-2025
01029,drought,1.633,0,30,31,49,0,storm_events,1996-2025
01029,extreme_cold,0.1333,0.25,1.833,3.083,4,0,storm_events,1996-2025
01029,flash_flood,0.3667,0.6364,0.1042,0.3021,11,0.1818,storm_events,1996-2025
01029,hail_1in_day,0.5,0.1333,,,15,0,spc,1996-2025
01029,hail_2in_day,0.1,0,,,3,0,spc,1996-2025
01029,heat,0.2,0,0.25,15.25,6,0,storm_events,1996-2025
01029,high_wind,0.03333,1,0.375,0.375,1,0,storm_events,1996-2025
01029,ice_storm,0.1333,0.75,0.5625,1.5,4,0,storm_events,1996-2025
01029,severe_wind_65kt_day,0.06667,0.5,,,2,0,spc,1996-2025
01029,severe_wind_day,1.833,0.6,,,55,0,spc,1996-2025
01029,tornado,0.3,0.6667,,,9,0.3333,spc,1996-2025
01029,tornado_ef2plus,0.1,0.6667,,,3,0.6667,spc,1996-2025
01029,tropical_cyclone_impact,0.2333,0.5714,0.3333,2.333,7,0,storm_events,1996-2025
01029,tropical_storm_passage,0.03947,,,,3,,hurdat2,1950-2025
01029,winter_storm,0.5333,0.25,0.2812,0.8472,16,0,storm_events,1996-2025
01031,drought,1.367,0,30,31,41,0,storm_events,1996-2025
01031,extreme_cold,0.03333,0,0.2917,0.2917,1,0,storm_events,1996-2025
01031,flash_flood,0.5667,0.4118,0.125,0.4181,17,0.05882,storm_events,1996-2025
01031,flood,0.1667,0.6,0.3438,4,5,0.2,storm_events,1996-2025
01031,hail_1in_day,0.5,0.06667,,,15,0,spc,1996-2025
01031,hail_2in_day,0.06667,0.5,,,2,0,spc,1996-2025
01031,heat,0.06667,0,1.375,2.375,2,0,storm_events,1996-2025
01031,hurricane_passage,0.03947,,,,3,,hurdat2,1950-2025
01031,severe_wind_65kt_day,0.06667,1,,,2,0,spc,1996-2025
01031,severe_wind_day,5.4,0.5864,,,162,0.01852,spc,1996-2025
01031,tornado,0.6333,0.7895,,,19,0.1053,spc,1996-2025
01031,tornado_ef2plus,0.06667,1,,,2,0.5,spc,1996-2025
01031,tropical_cyclone_impact,0.4,0.6667,0.5417,1.75,12,0,storm_events,1996-2025
01031,tropical_storm_passage,0.1447,,,,11,,hurdat2,1950-2025
01031,winter_storm,0.1,0.3333,0.75,1,3,0,storm_events,1996-2025
01033,drought,1.033,0,29,31,31,0,storm_events,1996-2025
01033,extreme_cold,0.4667,0.07143,0.9583,2.167,14,0,storm_events,1996-2025
01033,flash_flood,2.267,0.1765,0.1458,0.3993,68,0,storm_events,1996-2025
01033,flood,0.4,0,0.1722,0.2847,12,0,storm_events,1996-2025
01033,hail_1in_day,1.3,0.2051,,,39,0,spc,1996-2025
01033,hail_2in_day,0.1,0,,,3,0,spc,1996-2025
01033,heat,3.033,0,0.25,3.292,91,0.01099,storm_events,1996-2025
01033,high_wind,0.4667,0.8571,0.02083,0.3403,14,0.1429,storm_events,1996-2025
01033,ice_storm,0.1333,0.25,0.4132,2.292,4,0,storm_events,1996-2025
01033,severe_wind_65kt_day,0.5,0.6,,,15,0.06667,spc,1996-2025
01033,severe_wind_day,9.867,0.7872,,,296,0.01689,spc,1996-2025
01033,tornado,1.167,0.3143,,,35,0.1143,spc,1996-2025
01033,tornado_ef2plus,0.1333,0.25,,,4,0.25,spc,1996-2025
01033,tropical_cyclone_impact,0.1333,0.25,0.2083,0.375,4,0,storm_events,1996-2025
01033,tropical_storm_passage,0.05263,,,,4,,hurdat2,1950-2025
01033,wildfire,0.1,0.3333,0.375,4.208,3,0.3333,storm_events,1996-2025
01033,winter_storm,0.5667,0.2941,0.2917,1.417,17,0,storm_events,1996-2025
01035,drought,0.06667,0,30,31,2,0,storm_events,1996-2025
01035,flash_flood,0.4333,0.3846,0.07639,0.2708,13,0,storm_events,1996-2025
01035,hail_1in_day,0.3333,0.2,,,10,0,spc,1996-2025
01035,hail_2in_day,0.06667,1,,,2,0,spc,1996-2025
01035,heat,0.06667,0,6.417,31,2,0.5,storm_events,1996-2025
01035,hurricane_passage,0.03947,,,,3,,hurdat2,1950-2025
01035,severe_wind_65kt_day,0.1333,0.75,,,4,0.25,spc,1996-2025
01035,severe_wind_day,2.367,0.6761,,,71,0.01408,spc,1996-2025
01035,tornado,0.6667,0.6,,,20,0.1,spc,1996-2025
01035,tornado_ef2plus,0.1333,0.75,,,4,0.25,spc,1996-2025
01035,tropical_cyclone_impact,0.2333,0.1429,1.625,4,7,0,storm_events,1996-2025
01035,tropical_storm_passage,0.1316,,,,10,,hurdat2,1950-2025
01035,winter_storm,0.1333,0.25,0.3542,0.5694,4,0,storm_events,1996-2025
01037,drought,2.033,0,30,31,61,0,storm_events,1996-2025
01037,extreme_cold,0.1333,0.25,1.833,3.083,4,0,storm_events,1996-2025
01037,flash_flood,0.1333,0.75,0.08333,0.1875,4,0,storm_events,1996-2025
01037,hail_1in_day,0.8333,0.16,,,25,0,spc,1996-2025
01037,hail_2in_day,0.06667,0,,,2,0,spc,1996-2025
01037,heat,0.2,0,1.208,15.25,6,0,storm_events,1996-2025
01037,ice_storm,0.03333,0,0.9688,0.9688,1,0,storm_events,1996-2025
01037,severe_wind_65kt_day,0.03333,0,,,1,0,spc,1996-2025
01037,severe_wind_day,1.533,0.4565,,,46,0.02174,spc,1996-2025
01037,tornado,0.8333,0.36,,,25,0.12,spc,1996-2025
01037,tornado_ef2plus,0.2,0.5,,,6,0.3333,spc,1996-2025
01037,tropical_cyclone_impact,0.1667,0.6,0.375,2.333,5,0,storm_events,1996-2025
01037,tropical_storm_passage,0.06579,,,,5,,hurdat2,1950-2025
01037,winter_storm,0.2667,0.375,0.3646,1.333,8,0,storm_events,1996-2025
01039,drought,0.06667,0,30,31,2,0,storm_events,1996-2025
01039,flash_flood,0.5667,0.2941,0.1146,0.7604,17,0,storm_events,1996-2025
01039,flood,0.03333,1,1,1,1,0,storm_events,1996-2025
01039,hail_1in_day,1.133,0.05882,,,34,0,spc,1996-2025
01039,hail_2in_day,0.1333,0.25,,,4,0,spc,1996-2025
01039,heat,0.06667,0,6.417,31,2,0,storm_events,1996-2025
01039,hurricane_passage,0.05263,,,,4,,hurdat2,1950-2025
01039,severe_wind_65kt_day,0.2333,0.5714,,,7,0.1429,spc,1996-2025
01039,severe_wind_day,3.7,0.6577,,,111,0.009009,spc,1996-2025
01039,tornado,1,0.8,,,30,0.1,spc,1996-2025
01039,tornado_ef2plus,0.1333,0.75,,,4,0,spc,1996-2025
01039,tropical_cyclone_impact,0.1667,0.4,0.5,4,5,0,storm_events,1996-2025
01039,tropical_storm_passage,0.1711,,,,13,,hurdat2,1950-2025
01039,winter_storm,0.1,0,0.4167,0.616,3,0,storm_events,1996-2025
01041,drought,0.06667,0,30,31,2,0,storm_events,1996-2025
01041,flash_flood,0.4667,0.5,0.09028,0.2917,14,0,storm_events,1996-2025
01041,flood,0.06667,0.5,0.04167,1,2,0,storm_events,1996-2025
01041,hail_1in_day,0.3333,0.3,,,10,0,spc,1996-2025
01041,heat,0.06667,0,6.417,31,2,0,storm_events,1996-2025
01041,hurricane_passage,0.02632,,,,2,,hurdat2,1950-2025
01041,severe_wind_65kt_day,0.1333,0.5,,,4,0,spc,1996-2025
01041,severe_wind_day,2.8,0.6071,,,84,0,spc,1996-2025
01041,tornado,0.7333,0.7273,,,22,0,spc,1996-2025
01041,tornado_ef2plus,0.06667,0.5,,,2,0,spc,1996-2025
01041,tropical_cyclone_impact,0.1667,0.4,0.5,4,5,0,storm_events,1996-2025
01041,tropical_storm_passage,0.07895,,,,6,,hurdat2,1950-2025
01041,winter_storm,0.1333,0,0.3333,0.5694,4,0,storm_events,1996-2025
01043,drought,1.167,0,29,31,35,0,storm_events,1996-2025
01043,extreme_cold,0.4333,0.07692,0.4583,1.833,13,0,storm_events,1996-2025
01043,flash_flood,1.533,0.1739,0.125,0.391,46,0.02174,storm_events,1996-2025
01043,flood,0.4,0.1667,0.2201,2,12,0,storm_events,1996-2025
01043,hail_1in_day,2.233,0.3284,,,67,0,spc,1996-2025
01043,hail_2in_day,0.2333,0.2857,,,7,0,spc,1996-2025
01043,heat,1.433,0,0.3333,3.958,43,0.09302,storm_events,1996-2025
01043,high_wind,0.3,0.8889,0.1424,0.4583,9,0.1111,storm_events,1996-2025
01043,ice_storm,0.1333,0.25,0.4583,2.417,4,0,storm_events,1996-2025
01043,severe_wind_65kt_day,0.5667,0.5294,,,17,0.1765,spc,1996-2025
01043,severe_wind_day,6.833,0.6976,,,205,0.03902,spc,1996-2025
01043,tornado,1.767,0.3396,,,53,0.07547,spc,1996-2025
01043,tornado_ef2plus,0.3667,0.2727,,,11,0.3636,spc,1996-2025
01043,tropical_cyclone_impact,0.1,0,0.2917,0.375,3,0,storm_events,1996-2025
01043,tropical_storm_passage,0.05263,,,,4,,hurdat2,1950-2025
01043,winter_storm,0.6,0.2778,0.375,1.375,18,0,storm_events,1996-2025
01045,drought,1.367,0,30,31,41,0,storm_events,1996-2025
01045,extreme_cold,0.03333,0,0.2917,0.2917,1,0,storm_events,1996-2025
01045,flash_flood,0.4,0.1667,0.08333,0.1326,12,0,storm_events,1996-2025
01045,flood,0.2,0.5,0.2514,8.5,6,0,storm_events,1996-2025
01045,hail_1in_day,0.7,0,,,21,0,spc,1996-2025
01045,heat,0.1,0,1,2.375,3,0,storm_events,1996-2025
01045,hurricane_passage,0.02632,,,,2,,hurdat2,1950-2025
01045,ice_storm,0.03333,1,0.1667,0.1667,1,0,storm_events,1996-2025
01045,major_hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
01045,severe_wind_65kt_day,0.1667,1,,,5,0,spc,1996-2025
01045,severe_wind_day,6.933,0.5962,,,208,0,spc,1996-2025
01045,tornado,0.9333,0.7857,,,28,0.1786,spc,1996-2025
01045,tornado_ef2plus,0.03333,1,,,1,0,spc,1996-2025
01045,tropical_cyclone_impact,0.4,0.5,0.5417,1.75,12,0,storm_events,1996-2025
01045,tropical_storm_passage,0.1053,,,,8,,hurdat2,1950-2025
01045,winter_storm,0.1,0.3333,0.75,1,3,0,storm_events,1996-2025
01047,drought,1.233,0,30,31,37,0,storm_events,1996-2025
01047,extreme_cold,0.1333,0.25,1.833,3.083,4,0,storm_events,1996-2025
01047,flash_flood,0.5,0.5333,0.1111,0.25,15,0,storm_events,1996-2025
01047,flood,0.03333,1,2.958,2.958,1,0,storm_events,1996-2025
01047,hail_1in_day,1.033,0.2903,,,31,0,spc,1996-2025
01047,hail_2in_day,0.1667,0.4,,,5,0,spc,1996-2025
01047,heat,0.3333,0,2.25,4.625,10,0.1,storm_events,1996-2025
01047,high_wind,0.03333,1,0.3125,0.3125,1,0,storm_events,1996-2025
01047,ice_storm,0.03333,0,0.6771,0.6771,1,0,storm_events,1996-2025
01047,severe_wind_65kt_day,0.1,1,,,3,0,spc,1996-2025
01047,severe_wind_day,2.7,0.5556,,,81,0.01235,spc,1996-2025
01047,tornado,0.9333,0.5,,,28,0.1786,spc,1996-2025
01047,tornado_ef2plus,0.1667,0.4,,,5,0.8,spc,1996-2025
01047,tropical_cyclone_impact,0.1667,0.8,0.4167,2.333,5,0.2,storm_events,1996-2025
01047,tropical_storm_passage,0.09211,,,,7,,hurdat2,1950-2025
01047,winter_storm,0.2,0.1667,0.2917,0.625,6,0,storm_events,1996-2025
01049,drought,1.433,0,30,31,43,0,storm_events,1996-2025
01049,extreme_cold,0.3333,0.1,0.4167,2.25,10,0,storm_events,1996-2025
01049,flash_flood,1.267,0.1842,0.1326,0.4167,38,0.07895,storm_events,1996-2025
01049,flood,0.5333,0,0.25,1.486,16,0,storm_events,1996-2025
01049,hail_1in_day,2.067,0.2581,,,62,0,spc,1996-2025
01049,hail_2in_day,0.2333,0.1429,,,7,0,spc,1996-2025
01049,heat,0.5333,0,0.3333,15,16,0,storm_events,1996-2025
01049,high_wind,0.4,0.6667,0.08333,0.4236,12,0,storm_events,1996-2025
01049,ice_storm,0.2,0.5,0.5819,1.5,6,0,storm_events,1996-2025
01049,severe_wind_65kt_day,0.3,0.5556,,,9,0.2222,spc,1996-2025
01049,severe_wind_day,7.3,0.6804,,,219,0.03196,spc,1996-2025
01049,tornado,1.833,0.3455,,,55,0.2364,spc,1996-2025
01049,tornado_ef2plus,0.7,0.381,,,21,0.5238,spc,1996-2025
01049,tropical_cyclone_impact,0.1,0.3333,0.2083,0.2917,3,0,storm_events,1996-2025
01049,tropical_storm_passage,0.03947,,,,3,,hurdat2,1950-2025
01049,wildfire,0.06667,0,0.3646,2.375,2,0,storm_events,1996-2025
01049,winter_storm,0.8333,0.24,0.4167,0.8264,25,0,storm_events,1996-2025
01051,drought,2.133,0,30,31,64,0,storm_events,1996-2025
01051,extreme_cold,0.1333,0.25,1.833,3.083,4,0,storm_events,1996-2025
01051,flash_flood,1.333,0.5,0.08333,0.1667,40,0,storm_events,1996-2025
01051,flood,0.1333,0.5,1,2.958,4,0,storm_events,1996-2025
01051,hail_1in_day,1.3,0.3333,,,39,0,spc,1996-2025
01051,hail_2in_day,0.1667,0.2,,,5,0,spc,1996-2025
01051,heat,0.2,0,2.25,15.25,6,0.1667,storm_events,1996-2025
01051,high_wind,0.06667,1,0,0.3542,2,0,storm_events,1996-2025
01051,hurricane_passage,0.01316,,,,1,,hurdat2,1950-2025
01051,ice_storm,0.03333,0,0.9896,0.9896,1,0,storm_events,1996-2025
01051,severe_wind_65kt_day,0.06667,1,,,2,1,spc,1996-2025
01051,severe_wind_day,5.267,0.4494,,,158,0.03165,spc,1996-2025
01051,tornado,1.433,0.5116,,,43,0.1395,spc,1996-2025
01051,tornado_ef2plus,0.3667,0.3636,,,11,0.5455,spc,1996-2025
01051,tropical_cyclone_impact,0.2667,0.5,0.1979,2.333,8,0.125,storm_events,1996-2025
01051,tropical_storm_passage,0.03947,,,,3,,hurdat2,1950-2025
01051,winter_storm,0.2667,0.25,0.3333,1.333,8,0.125,storm_events,1996-2025
01053,drought,0.06667,0,30,31,2,0,storm_events,1996-2025
01053,flash_flood,1.033,0.2581,0.09722,0.2917,31,0,storm_events,1996-2025
01053,flood,0.06667,1,0.04167,1.042,2,0,storm_events,1996-2025
01053,hail_1in_day,0.8667,0.1538,,,26,0,spc,1996-2025
01053,hail_2in_day,0.1333,0.25,,,4,0,spc,1996-2025
01053,heat,0.1333,0,1.417,31,4,0.75,storm_events,1996-2025
01053,hurricane_passage,0.07895,,,,6,,hurdat2,1950-2025
01053,major_hurricane_passage,0.02632,,,,2,,hurdat2,1950-2025
01053,severe_wind_65kt_day,0.2333,0.5714,,,7,0.2857,spc,1996-2025
01053,severe_wind_day,3.1,0.6989,,,93,0.03226,spc,1996-2025
01053,tornado,0.4667,0.8571,,,14,0.07143,spc,1996-2025
01053,tornado_ef2plus,0.1333,1,,,4,0.25,spc,1996-2025
01053,tropical_cyclone_impact,0.2333,0.1429,1.625,4,7,0,storm_events,1996-2025
01053,tropical_storm_passage,0.2105,,,,16,,hurdat2,1950-2025
01053,winter_storm,0.1,0,0.4167,0.6194,3,0,storm_events,1996-2025
01055,drought,1.2,0,30,31,36,0,storm_events,1996-2025
01055,extreme_cold,0.1333,0.25,1.833,3.083,4,0,storm_events,1996-2025
01055,flash_flood,0.7333,0.5455,0.08333,0.2708,22,0.04545,storm_events,1996-2025
01055,flood,0.2333,0,0.3333,2.073,7,0,storm_events,1996-2025
01055,hail_1in_day,1.4,0.2143,,,42,0,spc,1996-2025
01055,hail_2in_day,0.1333,0.25,,,4,0,spc,1996-2025
01055,heat,0.2333,0,1.167,15.25,7,0.1429,storm_events,1996-2025
01055,high_wind,0.1333,0.75,0.08333,0.4583,4,0,storm_events,1996-2025
01055,ice_storm,0.06667,1,0.4688,1.5,2,0,storm_events,1996-2025
01055,severe_wind_65kt_day,0.2,0.5,,,6,0.1667,spc,1996-2025
01055,severe_wind_day,4.733,0.5563,,,142,0.05634,spc,1996-2025
01055,tornado,0.6667,0.4,,,20,0.35,spc,1996-2025
01055,tornado_ef2plus,0.2333,0.4286,,,7,0.7143,spc,1996-2025
01055,tropical_cyclone_impact,0.2,0.6667,0.1667,2.333,6,0,storm_events,1996-2025
01055,tropical_storm_passage,0.05263,,,,4,,hurdat2,1950-2025
01055,winter_storm,0.5333,0.3125,0.3854,1.708,16,0,storm_events,1996-2025
01057,drought,1.233,0,30,31,37,0,storm_events,1996-2025
01057,extreme_cold,0.1333,0.25,1.833,3.083,4,0,storm_events,1996-2025
01057,flash_flood,0.4333,0.5385,0.125,0.3542,13,0,storm_events,1996-2025
01057,hail_1in_day,0.9,0.1111,,,27,0,spc,1996-2025
01057,hail_2in_day,0.06667,0,,,2,0,spc,1996-2025
01057,heat,0.2667,0,2.25,15.25,8,0.125,storm_events,1996-2025
01057,high_wind,0.1,1,0.2083,0.4583,3,0,storm_events,1996-2025
01057,ice_storm,0.06667,0.5,0.2708,2.417,2,0,storm_events,1996-2025
01057,severe_wind_65kt_day,0.1,0.3333,,,3,0,spc,1996-2025
01057,severe_wind_day,3.167,0.5263,,,95,0.01053,spc,1996-2025
01057,tornado,1.233,0.5405,,,37,0.2162,spc,1996-2025
01057,tornado_ef2plus,0.2333,0.8571,,,7,0.8571,spc,1996-2025
01057,tropical_cyclone_impact,0.1,0.6667,0.5417,2.333,3,0,storm_events,1996-2025
01057,tropical_storm_passage,0.03947,,,,3,,hurdat2,1950-2025
01057,winter_storm,0.4667,0.2857,0.4167,1.417,14,0,storm_events,1996-2025
01059,drought,1.1,0,29,31,33,0,storm_events,1996-2025
01059,extreme_cold,0.4,0.08333,1.083,2.167,12,0,storm_events,1996-2025
01059,flash_flood,0.9,0.1111,0.1354,0.6667,27,0,storm_events,1996-2025
