zip,place,zip_land_share
07311,3436000,1
07401,3400700,1
07403,3406340,1
07405,3409040,0.103
07405,3437110,0.897
07407,3421300,1
07410,3422470,1
07416,3424930,0.358
07417,3424990,0.999
07418,3475750,0.469
07419,3429220,0.067
07420,3406340,0.157
07420,3476730,0.843
07421,3431110,0.204
07421,3474930,0.121
07422,3431410,0.193
07423,3432310,1
07424,3427390,0.171
07424,3447524,0.055
07424,3467770,0.08
07424,3482423,0.514
07430,3461632,0.019
07432,3446110,1
07435,3451420,0.518
07435,3453910,0.022
07436,3453850,1
07438,3453910,0.434
07439,3454660,1
07442,3460090,1
07444,3460120,0.992
07446,3461680,0.999
07450,3463000,0.998
07452,3426640,1
07456,3463150,1
07457,3463300,1
07458,3465400,0.483
07458,3475140,0.517
07462,3431410,0.055
07462,3475745,0.173
07463,3476400,1
07465,3406340,0.278
07465,3476730,0.722
07470,3455620,0.078
07470,3458860,0.056
07470,3460810,0.238
07480,3442450,0.186
07501,3457000,1
07502,3457000,1
07503,3457000,1
07504,3457000,1
07505,3457000,1
07506,3430570,1
07508,3429070,0.241
07508,3453040,0.666
07508,3461170,0.092
07512,3473140,1
07513,3457000,1
07514,3457000,1
07522,3457000,1
07524,3457000,1
07601,3428680,0.998
07603,3406490,1
07604,3430420,0.977
07604,3472480,0.013
07605,3440020,0.994
07606,3472480,0.02
07607,3444880,1
07608,3430420,0.011
07608,3447700,0.362
07608,3472480,0.627
07620,3401090,1
07621,3405170,0.999
07624,3413810,1
07626,3415820,1
07627,3417530,1
07628,3418400,1
07630,3421450,1
07631,3421480,0.995
07632,3421510,1
07640,3430150,1
07641,3430540,1
07642,3431920,1
07643,3440680,1
07644,3441100,1
07645,3447610,1
07646,3451660,1
07647,3453430,0.558
07647,3464170,0.442
07648,3453610,1
07649,3454990,1
07650,3455770,1
07652,3455950,1
07656,3456130,1
07657,3462910,1
07660,3462940,1
07661,3463360,1
07670,3472420,1
07675,3454870,0.344
07675,3480270,0.234
07677,3482300,1
07701,3422740,0.14
07701,3462430,0.191
07701,3473020,0.021
07702,3467350,1
07703,3419840,0.515
07703,3454570,0.485
07704,3422440,0.993
07711,3400730,0.387
07711,3441010,0.134
07712,3401960,0.117
07712,3434200,0.027
07712,3473020,0.282
07712,3476700,0.091
07716,3402110,0.287
07716,3449740,0.177
07717,3402440,1
07718,3404600,0.492
07718,3460360,0.038
07719,3400790,0.021
07719,3404930,0.082
07719,3437560,0.02
07719,3478350,0.037
07720,3406970,1
07721,3439360,0.11
07723,3416660,0.721
07724,3419840,0.453
07724,3473020,0.539
07726,3421570,0.017
07726,3463900,0.038
07726,3483245,0.072
07727,3422950,0.02
07727,3473020,0.055
07728,3419150,0.06
07728,3425200,0.039
07728,3479100,0.119
07730,3474540,0.05
07731,3461725,0.068
07732,3431500,0.196
07734,3436480,0.609
07735,3413630,0.187
07735,3436810,0.285
07735,3439360,0.16
07735,3474540,0.313
07737,3404600,0.037
07737,3439990,0.227
07738,3440320,0.992
07739,3440770,1
07740,3441310,0.97
07746,3463900,0.107
07747,3444520,0.177
07747,3471280,0.154
07748,3453205,0.033
07748,3460360,0.021
07750,3447130,1
07751,3448030,0.325
07751,3463900,0.2
07753,3449920,0.056
07753,3466840,0.054
07753,3473020,0.235
07755,3453790,0.549
07756,3454480,0.994
07757,3454570,0.998
07758,3404600,0.067
07758,3460360,0.593
07760,3449740,0.012
07760,3465130,0.598
07760,3466240,0.085
07762,3470110,0.472
07762,3470140,0.459
07764,3479310,1
07801,3418070,0.207
07801,3448930,0.026
07801,3475890,0.011
07820,3400640,1
07821,3401330,0.031
07821,3432910,0.135
07821,3436150,0.011
07821,3438040,0.014
07822,3464860,0.235
07823,3404990,0.058
07823,3407660,0.036
07823,3408140,0.033
07823,3448450,0.045
07825,3443980,0.025
07825,3448840,0.011
07825,3467650,0.015
07826,3407300,0.01
07826,3439600,0.055
07828,3408620,0.328
07830,3409280,0.037
07832,3428920,0.036
07833,3417200,1
07834,3461560,0.063
07834,3480750,0.021
07836,3408620,0.055
07836,3423640,0.49
07836,3439750,0.173
07838,3400640,0.023
07838,3427360,0.059
07838,3455895,0.018
07840,3400640,0.012
07840,3404252,0.081
07840,3428710,0.097
07840,3455895,0.068
07840,3475950,0.049
07842,3431170,1
07843,3432910,1
07844,3433030,1
07846,3436150,1
07847,3436720,0.49
07849,3437710,0.815
07850,3438700,0.766
07850,3448690,0.096
07850,3460390,0.088
07851,3439600,0.312
07852,3439750,0.839
07853,3441400,0.14
07856,3448690,0.546
07857,3450130,0.797
07860,3415610,0.026
07860,3451930,0.034
07863,3409100,0.031
07863,3455500,0.035
07865,3401300,0.043
07865,3460450,0.06
07866,3431170,0.047
07866,3438430,0.09
07866,3448930,0.017
07866,3464050,0.09
07866,3480750,0.146
07871,3438040,0.116
07874,3409170,0.336
07874,3432910,0.135
07874,3470380,0.217
07876,3471370,1
07878,3449290,1
07880,3475950,1
07882,3407360,0.093
07882,3408020,0.012
07882,3460210,0.015
07882,3477270,0.062
07885,3431170,0.057
07885,3437710,0.13
07885,3441700,0.069
07885,3448930,0.1
07885,3480390,0.141
07901,3451810,0.043
07901,3471430,0.943
07920,3403340,0.246
07920,3440140,0.066
07920,3442180,0.137
07920,3444430,0.015
07920,3452020,0.038
07920,3472635,0.064
07921,3404420,0.232
07921,3438670,0.235
07921,3459730,0.026
07921,3472635,0.06
07924,3405590,1
07926,3408260,1
07927,3411290,0.936
07928,3412100,0.253
07928,3428020,0.047
07930,3412580,0.063
07931,3404420,0.018
07931,3405590,0.039
07931,3422890,0.221
07931,3457300,0.093
07932,3423910,1
07933,3426220,0.816
07933,3470920,0.026
07934,3457300,0.554
07935,3428020,0.601
07935,3452020,0.041
07939,3442180,1
07940,3423910,0.067
07940,3442510,0.878
07945,3408260,0.048
07945,3445330,0.304
07946,3446470,0.636
07946,3470920,0.014
07950,3448210,0.28
07950,3449290,0.029
07960,3408260,0.032
07960,3448300,0.084
07960,3452020,0.011
07961,3423910,1
07974,3451810,0.86
07976,3452020,0.591
07977,3457300,1
07979,3460750,0.849
07980,3470920,0.906
07981,3480540,0.931
08001,3400850,0.953
08002,3412385,0.444
08002,3421120,0.092
08002,3426902,0.392
08003,3401990,0.144
08003,3427995,0.372
08003,3469900,0.48
08004,3402020,0.375
08005,3403040,0.05
08005,3454315,0.041
08006,3403130,1
08007,3403250,0.911
08007,3465160,0.085
08008,3403940,0.091
08008,3430390,0.052
08008,3452410,0.168
08008,3467110,0.066
08008,3471640,0.069
08009,3405440,0.217
08009,3458770,0.069
08010,3405740,0.149
08012,3406040,0.081
08012,3428380,0.034
08012,3474270,0.063
08014,3407570,0.055
08015,3408455,0.096
08015,3415250,0.02
08015,3460840,0.02
08016,3408920,0.14
08020,3449200,0.028
08021,3413420,0.146
08021,3439210,0.035
08021,3440440,0.301
08021,3458770,0.214
08022,3436300,0.03
08023,3410600,0.153
08023,3457840,0.847
08026,3426070,1
08027,3426100,0.219
08028,3426340,0.617
08029,3426520,0.949
08029,3465160,0.013
08030,3408170,0.174
08030,3426820,0.823
08031,3404750,1
08032,3428380,0.952
08032,3474270,0.048
08033,3403250,0.086
08033,3428770,0.709
08033,3472240,0.069
08033,3479520,0.135
08034,3401990,0.224
08034,3402880,0.281
08034,3412385,0.075
08034,3421120,0.04
08034,3427995,0.094
08034,3436960,0.196
08034,3469900,0.012
08035,3403250,0.011
08035,3428800,0.988
08037,3423940,0.06
08037,3429430,0.333
08037,3450010,0.022
08037,3471880,0.029
08038,3429520,0.011
08039,3430270,1
08041,3436120,0.275
08042,3436300,0.652
08042,3482960,0.07
08043,3419900,0.244
08045,3439420,1
08049,3442630,0.797
08050,3404120,0.052
08050,3442930,0.06
08050,3454315,0.117
08053,3444100,0.113
08054,3461650,0.155
08055,3445210,0.029
08056,3445780,0.223
08057,3447895,0.458
08059,3448750,0.719
08061,3449200,0.32
08062,3430270,0.03
08062,3449440,0.117
08062,3462820,0.227
08063,3449680,0.979
08065,3455800,1
08066,3457150,0.281
08067,3457360,0.091
08068,3457480,0.025
08068,3457540,0.042
08069,3410600,0.508
08069,3457750,0.056
08070,3457840,0.483
08071,3426340,0.04
08071,3459070,0.669
08071,3462820,0.181
08072,3461440,0.969
08074,3462820,1
08077,3463660,0.082
08078,3465160,1
08079,3465490,0.026
08080,3462820,0.014
08080,3466750,0.068
08080,3474270,0.019
08081,3467470,0.687
08083,3432220,0.089
08083,3468340,0.555
08084,3471220,1
08085,3402170,0.011
08085,3404400,0.039
08085,3430270,0.011
08085,3471850,0.016
08086,3472810,0.479
08087,3449560,0.099
08087,3474210,0.048
08088,3439885,0.014
08089,3412550,0.106
08090,3454060,0.239
08090,3478110,0.341
08091,3478410,0.352
08093,3480120,0.253
08094,3413360,0.019
08094,3414230,0.012
08094,3423940,0.017
08094,3475920,0.044
08094,3481380,0.135
08096,3482120,0.143
08097,3482120,0.026
08097,3482180,0.927
08098,3400850,0.051
08098,3402170,0.063
08098,3482720,0.027
08102,3410000,1
08103,3410000,1
08104,3410000,0.994
08105,3410000,1
08106,3402200,0.911
08106,3402230,0.089
08107,3414260,0.324
08107,3453880,0.35
08107,3479520,0.142
08107,3482450,0.113
08108,3414260,0.465
08108,3479520,0.535
08109,3410000,0.023
08109,3445510,0.123
08110,3410000,0.015
08201,3400100,0.957
08201,3459640,0.043
08202,3402320,0.618
08203,3402080,0.01
08203,3407810,0.99
08204,3410270,0.121
08204,3421660,0.143
08204,3452650,0.098
08204,3478530,0.057
08205,3400160,0.046
08205,3454630,0.037
08205,3460030,0.054
08205,3468190,0.132
08210,3408890,0.022
08210,3410300,0.126
08210,3427030,0.025
08210,3468850,0.09
08210,3469480,0.028
08210,3480840,0.042
08212,3410330,1
08215,3420350,0.087
08215,3421420,0.018
08215,3426010,0.021
08217,3421420,1
08221,3440530,0.811
08223,3404540,0.164
08223,3444280,0.155
08223,3455710,0.033
08224,3451450,0.333
08225,3452950,0.592
08226,3454360,1
08230,3454600,0.149
08230,3455710,0.137
08230,3466540,0.168
08232,3459640,0.934
08234,3402920,0.042
08234,3421540,0.079
08240,3470984,0.501
08241,3460600,1
08242,3463180,0.567
08242,3480840,0.143
08243,3466390,1
08244,3468430,0.815
08245,3468850,1
08246,3469480,1
08247,3471010,0.272
08248,3471250,1
08251,3476010,0.529
08260,3417815,0.014
08260,3453490,0.108
08260,3480210,0.018
08260,3481170,0.097
08260,3481200,0.081
08270,3404660,0.071
08270,3415160,0.037
08270,3417590,0.043
08270,3421870,0.186
08270,3444345,0.012
08270,3474180,0.01
08270,3481890,0.078
08302,3407600,0.044
08302,3410450,0.012
08302,3416960,0.01
08302,3422530,0.02
08302,3427060,0.02
08302,3464740,0.017
08302,3466300,0.015
08302,3467583,0.01
08310,3408680,0.115
08310,3462790,0.023
08311,3411410,0.08
08311,3411770,0.036
08312,3413360,1
08314,3417410,0.089
08316,3418010,0.044
08317,3418040,0.794
08317,3421870,0.206
08318,3421240,0.011
08318,3454960,0.031
08319,3421870,1
08321,3424360,0.033
08322,3413360,0.013
08322,3425050,0.118
08323,3428140,0.047
08323,3455320,0.07
08323,3466970,0.01
08324,3430810,0.078
08326,3408680,0.761
08327,3418010,0.013
08327,3439870,0.184
08328,3442840,0.974
08329,3444670,1
08330,3415160,0.031
08330,3421870,0.139
08330,3442420,0.038
08330,3444820,0.044
08330,3446980,0.013
08332,3411770,0.058
08332,3416278,0.024
08332,3439120,0.017
08332,3446680,0.402
08332,3476070,0.063
08340,3446710,0.243
08341,3408680,1
08344,3408680,0.023
08344,3451390,0.073
08344,3476070,0.118
08345,3451750,0.075
08346,3451990,0.835
08348,3460240,0.573
08349,3417890,0.035
08349,3444670,0.022
08349,3460510,0.185
08350,3462790,0.939
08352,3464740,1
08353,3467020,1
08360,3408680,0.05
08360,3419690,0.111
08360,3446710,0.013
08360,3476070,0.646
08361,3476070,1
08401,3402080,1
08402,3443890,1
08403,3441370,0.188
08406,3475620,0.989
08501,3400760,0.022
08502,3404630,0.157
08502,3429940,0.061
08505,3406670,0.042
08505,3423250,0.012
08511,3414980,0.969
08512,3415520,0.054
08512,3460975,0.019
08514,3415730,0.11
08515,3416060,0.086
08518,3423820,0.646
08518,3464350,0.014
08520,3431620,0.068
08520,3474330,0.07
08525,3433150,0.032
08527,3476107,0.039
08528,3436930,1
08530,3438610,0.04
08533,3451360,0.072
08534,3457600,0.044
08536,3459285,0.098
08536,3460975,0.281
08540,3419490,0.081
08540,3428470,0.047
08540,3430738,0.025
08540,3436930,0.018
08540,3460900,0.336
08540,3460960,0.018
08540,3472435,0.047
08542,3460900,1
08544,3460900,1
08550,3460960,0.047
08551,3463120,0.058
08553,3464320,1
08554,3464350,0.807
08555,3464410,1
08558,3406190,0.039
08558,3467860,0.094
08559,3470980,0.014
08560,3473050,0.038
08560,3477330,0.019
08561,3481620,0.997
08562,3414980,0.011
08562,3482960,0.04
08608,3474000,1
08609,3474000,0.616
08610,3474000,0.032
08610,3480630,0.369
08611,3474000,0.605
08618,3472580,0.047
08618,3474000,0.455
08619,3445480,0.317
08620,3428620,0.227
08620,3483170,0.28
08628,3474000,0.016
08629,3474000,0.495
08638,3472580,0.028
08638,3474000,0.223
08640,3424300,0.552
08640,3442390,0.01
08640,3482960,0.061
08641,3442390,0.998
08648,3439570,0.062
08690,3429370,0.542
08690,3445480,0.075
08690,3480630,0.049
08691,3429370,0.019
08691,3463858,0.026
08691,3483170,0.064
08701,3438580,0.286
08701,3439900,0.053
08701,3439910,0.063
08720,3400790,0.504
08722,3404180,1
08724,3400790,0.011
08730,3407750,1
08731,3424180,0.035
08732,3434530,1
08733,3437770,0.072
08735,3418148,0.53
08735,3439390,0.47
08736,3443050,0.293
08738,3443380,0.396
08740,3454450,1
08741,3458590,0.673
08742,3403520,0.104
08742,3459880,0.622
08742,3459910,0.254
08750,3466330,0.558
08751,3418151,0.475
08751,3466450,0.471
08752,3466480,0.137
08753,3473110,0.997
08755,3473110,1
08757,3432415,0.336
08757,3432418,0.106
08757,3432424,0.283
08757,3458830,0.125
08757,3467665,0.026
08757,3469510,0.065
08758,3476820,0.051
08759,3411140,0.011
08759,3411155,0.017
08759,3415910,0.07
08759,3439883,0.014
08759,3439916,0.02
08759,3458852,0.026
08801,3401480,0.038
08802,3401900,0.028
08804,3406370,0.066
08805,3406790,0.565
08805,3444430,0.427
08807,3407000,0.176
08807,3407728,0.229
08807,3423310,0.16
08807,3427840,0.182
08807,3444430,0.235
08809,3401480,0.126
08809,3413720,0.194
08810,3416630,0.436
08812,3418490,0.209
08812,3459190,0.012
08821,3423610,1
08822,3423700,0.017
08823,3425020,0.464
08823,3459500,0.496
08823,3472435,0.031
08824,3430738,0.083
08824,3436660,0.547
08825,3425350,0.039
08826,3426550,0.072
08827,3429460,0.083
08828,3430840,1
08829,3431320,0.992
08830,3434470,0.996
08831,3413395,0.015
08831,3414758,0.015
08831,3424285,0.017
08831,3434890,0.017
08831,3462585,0.014
08831,3464865,0.013
08831,3481042,0.013
08832,3436570,0.672
08833,3439630,0.026
08833,3480720,0.013
08835,3443620,1
08836,3444430,1
08837,3424030,0.019
08840,3445450,0.112
08840,3445690,0.888
08844,3404630,0.035
08844,3406025,0.117
08844,3423610,0.027
08844,3431880,0.145
08844,3446590,0.012
08844,3450040,0.065
08846,3445900,1
08848,3446260,0.036
08850,3446620,0.674
08852,3416720,0.082
08852,3430738,0.111
08852,3436660,0.094
08852,3447190,0.318
08853,3450100,0.811
08854,3465249,0.065
08854,3465260,0.067
08857,3408492,0.041
08857,3442540,0.012
08857,3454690,0.327
08858,3454900,0.376
08859,3442540,0.172
08859,3465790,0.828
08861,3433090,0.086
08861,3458200,0.914
08863,3424030,1
08865,3401030,0.041
08865,3423340,0.051
08865,3430060,0.025
08865,3433690,0.024
08865,3458350,0.077
08865,3475120,0.016
08869,3461980,1
08872,3465790,1
08873,3406025,0.038
08873,3413990,0.012
08873,3419130,0.034
08873,3419330,0.07
08873,3424965,0.205
08873,3425020,0.031
08873,3445870,0.062
08873,3459500,0.047
08873,3467820,0.232
08873,3468370,0.197
08873,3476250,0.022
08873,3479715,0.043
08876,3468460,0.146
08879,3439360,0.293
08879,3442540,0.101
08879,3465790,0.327
08879,3468550,0.217
08880,3468730,0.998
08882,3469420,0.995
08884,3469810,0.998
08886,3428250,0.059
08886,3441495,0.024
08886,3452050,0.059
08886,3470800,0.07
08886,3475145,0.023
08887,3472870,0.59
08889,3454900,0.027
08889,3480720,0.089
08890,3483290,1
08901,3451210,0.835
08904,3431470,1
10001,3651000,1
10002,3651000,1
10003,3651000,1
10004,3651000,1
10005,3651000,1
10006,3651000,1
10007,3651000,1
10009,3651000,1
10010,3651000,1
10011,3651000,1
10012,3651000,1
10013,3651000,1
10014,3651000,1
10016,3651000,1
10017,3651000,1
10018,3651000,1
10019,3651000,1
10020,3651000,1
10021,3651000,1
10022,3651000,1
10023,3651000,1
10024,3651000,1
10025,3651000,1
10026,3651000,1
10027,3651000,1
10028,3651000,1
10029,3651000,1
10030,3651000,1
10031,3651000,1
10032,3651000,1
10033,3651000,1
10034,3651000,1
10035,3651000,1
10036,3651000,1
10037,3651000,1
10038,3651000,1
10039,3651000,1
10040,3651000,1
10044,3651000,1
10065,3651000,1
10069,3651000,1
10075,3651000,1
10103,3651000,1
10110,3651000,1
10111,3651000,1
10112,3651000,1
10115,3651000,1
10119,3651000,1
10128,3651000,1
10152,3651000,1
10153,3651000,1
10154,3651000,1
10162,3651000,1
10165,3651000,1
10167,3651000,1
10168,3651000,1
10169,3651000,1
10170,3651000,1
10171,3651000,1
10172,3651000,1
10173,3651000,1
10174,3651000,1
10177,3651000,1
10199,3651000,1
10271,3651000,1
10278,3651000,1
10279,3651000,1
10280,3651000,1
10282,3651000,1
10301,3651000,1
10302,3651000,1
10303,3651000,1
10304,3651000,1
10305,3651000,1
10306,3651000,1
10307,3651000,1
10308,3651000,1
10309,3651000,1
10310,3651000,1
10311,3651000,1
10312,3651000,1
10314,3651000,1
10451,3651000,1
10452,3651000,1
10453,3651000,1
10454,3651000,1
10455,3651000,1
10456,3651000,1
10457,3651000,1
10458,3651000,1
10459,3651000,1
10460,3651000,1
10461,3651000,1
10462,3651000,1
10463,3651000,1
10464,3651000,1
10465,3651000,1
10466,3651000,1
10467,3651000,1
10468,3651000,1
10469,3651000,1
10470,3651000,0.981
10470,3684000,0.019
10471,3651000,1
10472,3651000,1
10473,3651000,1
10474,3651000,1
10475,3651000,1
10502,3602506,0.627
10503,3637803,1
10504,3602649,0.368
10506,3605309,0.213
10507,3605342,0.138
10509,3608070,0.014
10509,3608081,0.015
10509,3608092,0.024
10509,3656869,0.061
10509,3660103,0.023
10510,3608103,0.593
10511,3610341,0.94
10512,3612518,0.177
10512,3640398,0.1
10514,3613805,0.071
10516,3616936,0.019
10516,3649781,0.033
10520,3619213,0.325
10520,3619290,0.046
10522,3620698,0.991
10523,3624295,0.277
10526,3629476,0.318
10528,3632402,0.989
10528,3664309,0.011
10530,3630642,0.11
10530,3632523,0.161
10532,3632842,0.47
10533,3637803,0.78
10533,3673176,0.017
10535,3638500,1
10536,3629476,0.048
10536,3638946,0.028
10538,3641333,0.312
10538,3644831,0.019
10538,3650617,0.03
10541,3642455,0.031
10541,3644534,0.246
10542,3644534,1
10543,3644831,0.728
10543,3665431,0.028
10546,3647482,0.499
10547,3619092,0.197
10547,3640689,0.551
10547,3667279,0.104
10548,3648208,0.734
10549,3648890,0.159
10550,3649121,1
10552,3649121,0.996
10553,3649121,0.992
10560,3656869,0.033
10562,3655530,0.228
10566,3656979,1
10567,3619092,0.022
10570,3658728,0.26
10573,3659223,0.423
10573,3664325,0.56
10576,3665948,0.079
10577,3632402,0.999
10580,3632402,0.313
10580,3664309,0.683
10583,3621809,0.096
10583,3630642,0.176
10583,3632523,0.017
10583,3650617,0.059
10583,3665431,0.525
10583,3684000,0.042
10588,3638500,0.198
10588,3640689,0.117
10588,3667279,0.657
10589,3634118,0.271
10589,3642455,0.029
10591,3667638,0.238
10591,3673176,0.306
10594,3673715,0.402
10595,3676639,0.156
10596,3677211,1
10598,3619092,0.038
10598,3638500,0.245
10598,3666872,0.028
10598,3684088,0.036
10601,3681677,1
10603,3625120,0.042
10603,3681677,0.221
10604,3632402,0.538
10604,3664325,0.054
10604,3681677,0.233
10605,3632402,0.02
10605,3681677,0.98
10606,3681677,0.993
10607,3624295,0.02
10607,3625120,0.133
10607,3681677,0.016
10701,3632710,0.012
10701,3684000,0.988
10703,3684000,1
10704,3684000,1
10705,3684000,1
10706,3632710,0.716
10707,3621809,0.036
10707,3675583,0.458
10707,3684000,0.506
10708,3608532,0.332
10708,3621809,0.178
10708,3649121,0.019
10708,3684000,0.466
10709,3621809,0.987
10709,3650617,0.01
10710,3684000,1
10801,3650617,0.999
10803,3657001,0.366
10803,3657023,0.611
10804,3650617,1
10805,3650617,1
10901,3600408,0.076
10901,3648090,0.183
10901,3658992,0.018
10901,3671894,0.089
10901,3677574,0.043
10901,3679174,0.068
10913,3606860,0.984
10913,3655167,0.016
10916,3646162,0.02
10917,3682750,1
10918,3615297,0.066
10920,3617739,0.614
10920,3650100,0.065
10920,3676661,0.045
10921,3626319,0.273
10922,3626902,0.471
10923,3648879,0.085
10923,3673583,0.321
10923,3680203,0.428
10924,3629542,0.083
10925,3630752,0.217
10926,3632325,0.058
10926,3682750,0.156
10927,3632754,1
10928,3626902,0.103
10928,3634495,0.131
10928,3680747,0.65
10930,3682750,0.785
10931,3634660,0.902
10940,3646349,0.053
10940,3647042,0.084
10940,3678421,0.023
10941,3665882,0.151
10950,3639853,0.04
10950,3647988,0.095
10950,3648750,0.04
10950,3668610,0.127
10950,3678063,0.076
10950,3682750,0.031
10952,3600408,0.311
10952,3615400,0.102
10952,3638934,0.019
10952,3648010,0.219
10952,3670420,0.026
10952,3677574,0.195
